network	Qstats	Qstats	Qstats	Qstats	Qstats	Qstats	Qstats	Qstats	Qstats	Qstats
26.07.1991	-99	57.972	-99	-99	-99	-99	-99	-99	-99	-99
27.07.1991	-99	59.652	-99	-99	-99	-99	-99	-99	-99	-99
28.07.1991	-99	61.357	-99	-99	-99	-99	-99	-99	-99	-99
29.07.1991	-99	66.614	-99	-99	-99	-99	-99	-99	-99	-99
30.07.1991	-99	70.238	-99	-99	-99	-99	-99	-99	-99	-99
31.07.1991	-99	73.958	-99	-99	-99	-99	-99	-99	-99	-99
01.08.1991	-99	77.774	-99	-99	-99	-99	-99	-99	-99	-99
02.08.1991	-99	79.717	-99	-99	-99	-99	-99	-99	-99	-99
03.08.1991	-99	80.698	-99	-99	-99	-99	-99	-99	-99	-99
04.08.1991	-99	79.717	-99	-99	-99	-99	-99	-99	-99	-99
05.08.1991	-99	76.811	-99	-99	-99	-99	-99	-99	-99	-99
06.08.1991	-99	73.198	-99	-99	-99	-99	-99	-99	-99	-99
07.08.1991	-99	71.159	-99	-99	-99	-99	-99	-99	-99	-99
08.08.1991	-99	66.614	-99	-99	-99	-99	-99	-99	-99	-99
09.08.1991	-99	61.357	-99	-99	-99	-99	-99	-99	-99	-99
10.08.1991	-99	66.614	-99	-99	-99	-99	-99	-99	-99	-99
11.08.1991	-99	90.833	-99	-99	-99	-99	-99	-99	-99	-99
12.08.1991	-99	100.466	-99	-99	-99	-99	-99	-99	-99	-99
13.08.1991	-99	96.125	-99	-99	-99	-99	-99	-99	-99	-99
14.08.1991	-99	86.708	-99	-99	-99	-99	-99	-99	-99	-99
15.08.1991	-99	80.698	-99	-99	-99	-99	-99	-99	-99	-99
16.08.1991	-99	77.774	-99	-99	-99	-99	-99	-99	-99	-99
17.08.1991	-99	84.681	-99	-99	-99	-99	-99	-99	-99	-99
18.08.1991	-99	81.685	-99	-99	-99	-99	-99	-99	-99	-99
19.08.1991	-99	76.811	-99	-99	-99	-99	-99	-99	-99	-99
20.08.1991	-99	72.869	-99	-99	-99	-99	-99	-99	-99	-99
21.08.1991	-99	66.614	-99	-99	-99	-99	-99	-99	-99	-99
22.08.1991	-99	62.218	-99	-99	-99	-99	-99	-99	-99	-99
23.08.1991	-99	57.972	-99	-99	-99	-99	-99	-99	-99	-99
24.08.1991	-99	58.809	-99	-99	-99	-99	-99	-99	-99	-99
25.08.1991	-99	59.652	-99	-99	-99	-99	-99	-99	-99	-99
26.08.1991	-99	57.972	-99	-99	-99	-99	-99	-99	-99	-99
27.08.1991	-99	52.278	-99	-99	-99	-99	-99	-99	-99	-99
28.08.1991	-99	49.155	-99	-99	-99	-99	-99	-99	-99	-99
29.08.1991	-99	44.652	-99	-99	-99	-99	-99	-99	-99	-99
30.08.1991	-99	41.769	-99	-99	-99	-99	-99	-99	-99	-99
31.08.1991	-99	41.769	-99	-99	-99	-99	-99	-99	-99	-99
01.09.1991	-99	41.769	-99	-99	-99	-99	-99	-99	-99	-99
02.09.1991	-99	41.769	-99	-99	-99	-99	-99	-99	-99	-99
03.09.1991	-99	41.769	-99	-99	-99	-99	-99	-99	-99	-99
04.09.1991	-99	42.481	-99	-99	-99	-99	-99	-99	-99	-99
05.09.1991	-99	45.387	-99	-99	-99	-99	-99	-99	-99	-99
06.09.1991	-99	46.877	-99	-99	-99	-99	-99	-99	-99	-99
07.09.1991	-99	44.652	-99	-99	-99	-99	-99	-99	-99	-99
08.09.1991	-99	43.198	-99	-99	-99	-99	-99	-99	-99	-99
09.09.1991	-99	43.198	-99	-99	-99	-99	-99	-99	-99	-99
10.09.1991	-99	43.198	-99	-99	-99	-99	-99	-99	-99	-99
11.09.1991	-99	52.278	-99	-99	-99	-99	-99	-99	-99	-99
12.09.1991	-99	53.735	-99	-99	-99	-99	-99	-99	-99	-99
13.09.1991	-99	49.927	-99	-99	-99	-99	-99	-99	-99	-99
14.09.1991	-99	57.14	-99	-99	-99	-99	-99	-99	-99	-99
15.09.1991	-99	85.691	-99	-99	-99	-99	-99	-99	-99	-99
16.09.1991	-99	103.784	-99	-99	-99	-99	-99	-99	-99	-99
17.09.1991	-99	88.759	-99	-99	-99	-99	-99	-99	-99	-99
18.09.1991	-99	73.958	-99	-99	-99	-99	-99	-99	-99	-99
19.09.1991	-99	66.614	-99	-99	-99	-99	-99	-99	-99	-99
20.09.1991	-99	63.859	-99	-99	-99	-99	-99	-99	-99	-99
21.09.1991	-99	57.14	-99	-99	-99	-99	-99	-99	-99	-99
22.09.1991	-99	51.488	-99	-99	-99	-99	-99	-99	-99	-99
23.09.1991	-99	53.875	-99	-99	-99	-99	-99	-99	-99	-99
24.09.1991	-99	49.927	-99	-99	-99	-99	-99	-99	-99	-99
25.09.1991	-99	49.927	-99	-99	-99	-99	-99	-99	-99	-99
26.09.1991	-99	50.705	-99	-99	-99	-99	-99	-99	-99	-99
27.09.1991	-99	46.129	-99	-99	-99	-99	-99	-99	-99	-99
28.09.1991	-99	40.363	-99	-99	-99	-99	-99	-99	-99	-99
29.09.1991	-99	34.981	-99	-99	-99	-99	-99	-99	-99	-99
30.09.1991	-99	29.982	-99	-99	-99	-99	-99	-99	-99	-99
01.10.1991	-99	27.529	-99	-99	-99	-99	-99	-99	-99	-99
02.10.1991	-99	23.735	-99	-99	-99	-99	-99	-99	-99	-99
03.10.1991	-99	22.157	-99	-99	-99	-99	-99	-99	-99	-99
04.10.1991	-99	21.643	-99	-99	-99	-99	-99	-99	-99	-99
05.10.1991	-99	21.643	-99	-99	-99	-99	-99	-99	-99	-99
06.10.1991	-99	21.135	-99	-99	-99	-99	-99	-99	-99	-99
07.10.1991	-99	19.648	-99	-99	-99	-99	-99	-99	-99	-99
08.10.1991	-99	18.214	-99	-99	-99	-99	-99	-99	-99	-99
09.10.1991	-99	17.288	-99	-99	-99	-99	-99	-99	-99	-99
10.10.1991	-99	16.835	-99	-99	-99	-99	-99	-99	-99	-99
11.10.1991	-99	16.387	-99	-99	-99	-99	-99	-99	-99	-99
12.10.1991	-99	16.387	-99	-99	-99	-99	-99	-99	-99	-99
13.10.1991	-99	15.945	-99	-99	-99	-99	-99	-99	-99	-99
14.10.1991	-99	15.509	-99	-99	-99	-99	-99	-99	-99	-99
15.10.1991	-99	14.655	-99	-99	-99	-99	-99	-99	-99	-99
16.10.1991	-99	14.238	-99	-99	-99	-99	-99	-99	-99	-99
17.10.1991	-99	13.42	-99	-99	-99	-99	-99	-99	-99	-99
18.10.1991	-99	13.826	-99	-99	-99	-99	-99	-99	-99	-99
19.10.1991	-99	13.826	-99	-99	-99	-99	-99	-99	-99	-99
20.10.1991	-99	13.42	-99	-99	-99	-99	-99	-99	-99	-99
21.10.1991	-99	12.627	-99	-99	-99	-99	-99	-99	-99	-99
22.10.1991	-99	11.482	-99	-99	-99	-99	-99	-99	-99	-99
23.10.1991	-99	11.482	-99	-99	-99	-99	-99	-99	-99	-99
24.10.1991	-99	11.112	-99	-99	-99	-99	-99	-99	-99	-99
25.10.1991	-99	10.749	-99	-99	-99	-99	-99	-99	-99	-99
26.10.1991	-99	10.391	-99	-99	-99	-99	-99	-99	-99	-99
27.10.1991	-99	10.399	-99	-99	-99	-99	-99	-99	-99	-99
28.10.1991	-99	9.694	-99	-99	-99	-99	-99	-99	-99	-99
29.10.1991	-99	9.213	-99	-99	-99	-99	-99	-99	-99	-99
30.10.1991	-99	8.693	-99	-99	-99	-99	-99	-99	-99	-99
31.10.1991	-99	8.372	-99	-99	-99	-99	-99	-99	-99	-99
01.11.1991	-99	7.747	-99	-99	-99	-99	-99	-99	-99	-99
02.11.1991	-99	7.147	-99	-99	-99	-99	-99	-99	-99	-99
03.11.1991	-99	6.855	-99	-99	-99	-99	-99	-99	-99	-99
04.11.1991	-99	6.855	-99	-99	-99	-99	-99	-99	-99	-99
05.11.1991	-99	7.147	-99	-99	-99	-99	-99	-99	-99	-99
06.11.1991	-99	7.747	-99	-99	-99	-99	-99	-99	-99	-99
07.11.1991	-99	7.747	-99	-99	-99	-99	-99	-99	-99	-99
08.11.1991	-99	7.747	-99	-99	-99	-99	-99	-99	-99	-99
09.11.1991	-99	8.57	-99	-99	-99	-99	-99	-99	-99	-99
10.11.1991	-99	8.372	-99	-99	-99	-99	-99	-99	-99	-99
11.11.1991	-99	8.372	-99	-99	-99	-99	-99	-99	-99	-99
12.11.1991	-99	8.693	-99	-99	-99	-99	-99	-99	-99	-99
13.11.1991	-99	8.693	-99	-99	-99	-99	-99	-99	-99	-99
14.11.1991	-99	8.693	-99	-99	-99	-99	-99	-99	-99	-99
15.11.1991	-99	8.372	-99	-99	-99	-99	-99	-99	-99	-99
16.11.1991	-99	8.57	-99	-99	-99	-99	-99	-99	-99	-99
17.11.1991	-99	7.747	-99	-99	-99	-99	-99	-99	-99	-99
18.11.1991	-99	7.147	-99	-99	-99	-99	-99	-99	-99	-99
19.11.1991	-99	6.855	-99	-99	-99	-99	-99	-99	-99	-99
20.11.1991	-99	6.291	-99	-99	-99	-99	-99	-99	-99	-99
21.11.1991	-99	6.181	-99	-99	-99	-99	-99	-99	-99	-99
22.11.1991	-99	7.147	-99	-99	-99	-99	-99	-99	-99	-99
23.11.1991	-99	13.826	-99	-99	-99	-99	-99	-99	-99	-99
24.11.1991	-99	23.735	-99	-99	-99	-99	-99	-99	-99	-99
25.11.1991	-99	28.206	-99	-99	-99	-99	-99	-99	-99	-99
26.11.1991	-99	29.384	-99	-99	-99	-99	-99	-99	-99	-99
27.11.1991	-99	29.982	-99	-99	-99	-99	-99	-99	-99	-99
28.11.1991	-99	28.792	-99	-99	-99	-99	-99	-99	-99	-99
29.11.1991	-99	28.206	-99	-99	-99	-99	-99	-99	-99	-99
30.11.1991	-99	25.923	-99	-99	-99	-99	-99	-99	-99	-99
01.12.1991	-99	24.273	-99	-99	-99	-99	-99	-99	-99	-99
02.12.1991	-99	22.157	-99	-99	-99	-99	-99	-99	-99	-99
03.12.1991	-99	20.138	-99	-99	-99	-99	-99	-99	-99	-99
04.12.1991	-99	19.164	-99	-99	-99	-99	-99	-99	-99	-99
05.12.1991	-99	17.748	-99	-99	-99	-99	-99	-99	-99	-99
06.12.1991	-99	16.387	-99	-99	-99	-99	-99	-99	-99	-99
07.12.1991	-99	14.655	-99	-99	-99	-99	-99	-99	-99	-99
08.12.1991	-99	13.42	-99	-99	-99	-99	-99	-99	-99	-99
09.12.1991	-99	12.239	-99	-99	-99	-99	-99	-99	-99	-99
10.12.1991	-99	11.482	-99	-99	-99	-99	-99	-99	-99	-99
11.12.1991	-99	10.391	-99	-99	-99	-99	-99	-99	-99	-99
12.12.1991	-99	9.354	-99	-99	-99	-99	-99	-99	-99	-99
13.12.1991	-99	13.42	-99	-99	-99	-99	-99	-99	-99	-99
14.12.1991	-99	30.586	-99	-99	-99	-99	-99	-99	-99	-99
15.12.1991	-99	34.335	-99	-99	-99	-99	-99	-99	-99	-99
16.12.1991	-99	31.812	-99	-99	-99	-99	-99	-99	-99	-99
17.12.1991	-99	27.626	-99	-99	-99	-99	-99	-99	-99	-99
18.12.1991	-99	26.484	-99	-99	-99	-99	-99	-99	-99	-99
19.12.1991	-99	24.817	-99	-99	-99	-99	-99	-99	-99	-99
20.12.1991	-99	22.157	-99	-99	-99	-99	-99	-99	-99	-99
21.12.1991	-99	21.135	-99	-99	-99	-99	-99	-99	-99	-99
22.12.1991	-99	19.164	-99	-99	-99	-99	-99	-99	-99	-99
23.12.1991	-99	17.288	-99	-99	-99	-99	-99	-99	-99	-99
24.12.1991	-99	15.945	-99	-99	-99	-99	-99	-99	-99	-99
25.12.1991	-99	15.797	-99	-99	-99	-99	-99	-99	-99	-99
26.12.1991	-99	14.655	-99	-99	-99	-99	-99	-99	-99	-99
27.12.1991	-99	13.42	-99	-99	-99	-99	-99	-99	-99	-99
28.12.1991	-99	13.021	-99	-99	-99	-99	-99	-99	-99	-99
29.12.1991	-99	14.238	-99	-99	-99	-99	-99	-99	-99	-99
30.12.1991	-99	15.797	-99	-99	-99	-99	-99	-99	-99	-99
31.12.1991	-99	14.655	-99	-99	-99	-99	-99	-99	-99	-99
01.01.1992	-99	14.238	-99	-99	-99	-99	-99	-99	-99	-99
02.01.1992	-99	15.509	-99	-99	-99	-99	-99	-99	-99	-99
03.01.1992	-99	19.164	-99	-99	-99	-99	-99	-99	-99	-99
04.01.1992	-99	20.138	-99	-99	-99	-99	-99	-99	-99	-99
05.01.1992	-99	19.648	-99	-99	-99	-99	-99	-99	-99	-99
06.01.1992	-99	18.686	-99	-99	-99	-99	-99	-99	-99	-99
07.01.1992	-99	17.288	-99	-99	-99	-99	-99	-99	-99	-99
08.01.1992	-99	16.387	-99	-99	-99	-99	-99	-99	-99	-99
09.01.1992	-99	15.945	-99	-99	-99	-99	-99	-99	-99	-99
10.01.1992	-99	15.797	-99	-99	-99	-99	-99	-99	-99	-99
11.01.1992	-99	22.157	-99	-99	-99	-99	-99	-99	-99	-99
12.01.1992	-99	30.586	-99	-99	-99	-99	-99	-99	-99	-99
13.01.1992	-99	30.586	-99	-99	-99	-99	-99	-99	-99	-99
14.01.1992	-99	31.196	-99	-99	-99	-99	-99	-99	-99	-99
15.01.1992	-99	33.695	-99	-99	-99	-99	-99	-99	-99	-99
16.01.1992	-99	37.624	-99	-99	-99	-99	-99	-99	-99	-99
17.01.1992	-99	36.954	-99	-99	-99	-99	-99	-99	-99	-99
18.01.1992	-99	34.335	-99	-99	-99	-99	-99	-99	-99	-99
19.01.1992	-99	31.196	-99	-99	-99	-99	-99	-99	-99	-99
20.01.1992	-99	28.206	-99	-99	-99	-99	-99	-99	-99	-99
21.01.1992	-99	24.817	-99	-99	-99	-99	-99	-99	-99	-99
22.01.1992	-99	21.643	-99	-99	-99	-99	-99	-99	-99	-99
23.01.1992	-99	19.164	-99	-99	-99	-99	-99	-99	-99	-99
24.01.1992	-99	17.288	-99	-99	-99	-99	-99	-99	-99	-99
25.01.1992	-99	15.509	-99	-99	-99	-99	-99	-99	-99	-99
26.01.1992	-99	14.238	-99	-99	-99	-99	-99	-99	-99	-99
27.01.1992	-99	13.42	-99	-99	-99	-99	-99	-99	-99	-99
28.01.1992	-99	13.021	-99	-99	-99	-99	-99	-99	-99	-99
29.01.1992	-99	13.42	-99	-99	-99	-99	-99	-99	-99	-99
30.01.1992	-99	13.42	-99	-99	-99	-99	-99	-99	-99	-99
31.01.1992	-99	13.42	-99	-99	-99	-99	-99	-99	-99	-99
01.02.1992	-99	12.627	-99	-99	-99	-99	-99	-99	-99	-99
02.02.1992	-99	12.239	-99	-99	-99	-99	-99	-99	-99	-99
03.02.1992	-99	12.239	-99	-99	-99	-99	-99	-99	-99	-99
04.02.1992	-99	11.857	-99	-99	-99	-99	-99	-99	-99	-99
05.02.1992	-99	11.112	-99	-99	-99	-99	-99	-99	-99	-99
06.02.1992	-99	11.112	-99	-99	-99	-99	-99	-99	-99	-99
07.02.1992	-99	11.857	-99	-99	-99	-99	-99	-99	-99	-99
08.02.1992	-99	14.655	-99	-99	-99	-99	-99	-99	-99	-99
09.02.1992	-99	15.945	-99	-99	-99	-99	-99	-99	-99	-99
10.02.1992	-99	16.387	-99	-99	-99	-99	-99	-99	-99	-99
11.02.1992	-99	16.387	-99	-99	-99	-99	-99	-99	-99	-99
12.02.1992	-99	15.945	-99	-99	-99	-99	-99	-99	-99	-99
13.02.1992	-99	15.797	-99	-99	-99	-99	-99	-99	-99	-99
14.02.1992	-99	15.797	-99	-99	-99	-99	-99	-99	-99	-99
15.02.1992	-99	14.655	-99	-99	-99	-99	-99	-99	-99	-99
16.02.1992	-99	13.021	-99	-99	-99	-99	-99	-99	-99	-99
17.02.1992	-99	11.482	-99	-99	-99	-99	-99	-99	-99	-99
18.02.1992	-99	10.749	-99	-99	-99	-99	-99	-99	-99	-99
19.02.1992	-99	10.399	-99	-99	-99	-99	-99	-99	-99	-99
20.02.1992	-99	9.694	-99	-99	-99	-99	-99	-99	-99	-99
21.02.1992	-99	9.213	-99	-99	-99	-99	-99	-99	-99	-99
22.02.1992	-99	9.213	-99	-99	-99	-99	-99	-99	-99	-99
23.02.1992	-99	9.708	-99	-99	-99	-99	-99	-99	-99	-99
24.02.1992	-99	10.391	-99	-99	-99	-99	-99	-99	-99	-99
25.02.1992	-99	10.749	-99	-99	-99	-99	-99	-99	-99	-99
26.02.1992	-99	10.391	-99	-99	-99	-99	-99	-99	-99	-99
27.02.1992	-99	9.694	-99	-99	-99	-99	-99	-99	-99	-99
28.02.1992	-99	10.399	-99	-99	-99	-99	-99	-99	-99	-99
29.02.1992	-99	10.399	-99	-99	-99	-99	-99	-99	-99	-99
01.03.1992	-99	10.399	-99	-99	-99	-99	-99	-99	-99	-99
02.03.1992	-99	10.399	-99	-99	-99	-99	-99	-99	-99	-99
03.03.1992	-99	10.391	-99	-99	-99	-99	-99	-99	-99	-99
04.03.1992	-99	10.399	-99	-99	-99	-99	-99	-99	-99	-99
05.03.1992	-99	9.694	-99	-99	-99	-99	-99	-99	-99	-99
06.03.1992	-99	10.399	-99	-99	-99	-99	-99	-99	-99	-99
07.03.1992	-99	10.749	-99	-99	-99	-99	-99	-99	-99	-99
08.03.1992	-99	11.482	-99	-99	-99	-99	-99	-99	-99	-99
09.03.1992	-99	11.857	-99	-99	-99	-99	-99	-99	-99	-99
10.03.1992	-99	12.627	-99	-99	-99	-99	-99	-99	-99	-99
11.03.1992	-99	13.42	-99	-99	-99	-99	-99	-99	-99	-99
12.03.1992	-99	13.021	-99	-99	-99	-99	-99	-99	-99	-99
13.03.1992	-99	13.021	-99	-99	-99	-99	-99	-99	-99	-99
14.03.1992	-99	12.627	-99	-99	-99	-99	-99	-99	-99	-99
15.03.1992	-99	11.857	-99	-99	-99	-99	-99	-99	-99	-99
16.03.1992	-99	11.482	-99	-99	-99	-99	-99	-99	-99	-99
17.03.1992	-99	11.112	-99	-99	-99	-99	-99	-99	-99	-99
18.03.1992	-99	12.239	-99	-99	-99	-99	-99	-99	-99	-99
19.03.1992	-99	13.42	-99	-99	-99	-99	-99	-99	-99	-99
20.03.1992	-99	13.826	-99	-99	-99	-99	-99	-99	-99	-99
21.03.1992	-99	13.42	-99	-99	-99	-99	-99	-99	-99	-99
22.03.1992	-99	13.021	-99	-99	-99	-99	-99	-99	-99	-99
23.03.1992	-99	12.627	-99	-99	-99	-99	-99	-99	-99	-99
24.03.1992	-99	12.239	-99	-99	-99	-99	-99	-99	-99	-99
25.03.1992	-99	11.857	-99	-99	-99	-99	-99	-99	-99	-99
26.03.1992	-99	11.482	-99	-99	-99	-99	-99	-99	-99	-99
27.03.1992	-99	10.749	-99	-99	-99	-99	-99	-99	-99	-99
28.03.1992	-99	10.391	-99	-99	-99	-99	-99	-99	-99	-99
29.03.1992	-99	9.694	-99	-99	-99	-99	-99	-99	-99	-99
30.03.1992	-99	9.354	-99	-99	-99	-99	-99	-99	-99	-99
31.03.1992	-99	8.693	-99	-99	-99	-99	-99	-99	-99	-99
01.04.1992	-99	8.57	-99	-99	-99	-99	-99	-99	-99	-99
02.04.1992	-99	7.444	-99	-99	-99	-99	-99	-99	-99	-99
03.04.1992	-99	6.855	-99	-99	-99	-99	-99	-99	-99	-99
04.04.1992	-99	6.291	-99	-99	-99	-99	-99	-99	-99	-99
05.04.1992	-99	6.181	-99	-99	-99	-99	-99	-99	-99	-99
06.04.1992	-99	5.751	-99	-99	-99	-99	-99	-99	-99	-99
07.04.1992	-99	5.489	-99	-99	-99	-99	-99	-99	-99	-99
08.04.1992	-99	5.489	-99	-99	-99	-99	-99	-99	-99	-99
09.04.1992	-99	5.489	-99	-99	-99	-99	-99	-99	-99	-99
10.04.1992	-99	5.489	-99	-99	-99	-99	-99	-99	-99	-99
11.04.1992	-99	6.57	-99	-99	-99	-99	-99	-99	-99	-99
12.04.1992	-99	7.747	-99	-99	-99	-99	-99	-99	-99	-99
13.04.1992	-99	9.354	-99	-99	-99	-99	-99	-99	-99	-99
14.04.1992	-99	10.399	-99	-99	-99	-99	-99	-99	-99	-99
15.04.1992	-99	10.399	-99	-99	-99	-99	-99	-99	-99	-99
16.04.1992	-99	9.694	-99	-99	-99	-99	-99	-99	-99	-99
17.04.1992	-99	9.354	-99	-99	-99	-99	-99	-99	-99	-99
18.04.1992	-99	8.693	-99	-99	-99	-99	-99	-99	-99	-99
19.04.1992	-99	9.213	-99	-99	-99	-99	-99	-99	-99	-99
20.04.1992	-99	8.693	-99	-99	-99	-99	-99	-99	-99	-99
21.04.1992	-99	8.372	-99	-99	-99	-99	-99	-99	-99	-99
22.04.1992	-99	8.57	-99	-99	-99	-99	-99	-99	-99	-99
23.04.1992	-99	7.747	-99	-99	-99	-99	-99	-99	-99	-99
24.04.1992	-99	7.444	-99	-99	-99	-99	-99	-99	-99	-99
25.04.1992	-99	7.147	-99	-99	-99	-99	-99	-99	-99	-99
26.04.1992	-99	7.147	-99	-99	-99	-99	-99	-99	-99	-99
27.04.1992	-99	7.747	-99	-99	-99	-99	-99	-99	-99	-99
28.04.1992	-99	8.372	-99	-99	-99	-99	-99	-99	-99	-99
29.04.1992	-99	9.213	-99	-99	-99	-99	-99	-99	-99	-99
30.04.1992	-99	9.354	-99	-99	-99	-99	-99	-99	-99	-99
01.05.1992	-99	10.399	-99	-99	-99	-99	-99	-99	-99	-99
02.05.1992	-99	10.749	-99	-99	-99	-99	-99	-99	-99	-99
03.05.1992	-99	11.482	-99	-99	-99	-99	-99	-99	-99	-99
04.05.1992	-99	11.857	-99	-99	-99	-99	-99	-99	-99	-99
05.05.1992	-99	13.826	-99	-99	-99	-99	-99	-99	-99	-99
06.05.1992	-99	17.288	-99	-99	-99	-99	-99	-99	-99	-99
07.05.1992	-99	20.138	-99	-99	-99	-99	-99	-99	-99	-99
08.05.1992	-99	22.157	-99	-99	-99	-99	-99	-99	-99	-99
09.05.1992	-99	22.157	-99	-99	-99	-99	-99	-99	-99	-99
10.05.1992	-99	21.135	-99	-99	-99	-99	-99	-99	-99	-99
11.05.1992	-99	19.164	-99	-99	-99	-99	-99	-99	-99	-99
12.05.1992	-99	18.214	-99	-99	-99	-99	-99	-99	-99	-99
13.05.1992	-99	17.288	-99	-99	-99	-99	-99	-99	-99	-99
14.05.1992	-99	17.288	-99	-99	-99	-99	-99	-99	-99	-99
15.05.1992	-99	25.923	-99	-99	-99	-99	-99	-99	-99	-99
16.05.1992	-99	41.769	-99	-99	-99	-99	-99	-99	-99	-99
17.05.1992	-99	46.877	-99	-99	-99	-99	-99	-99	-99	-99
18.05.1992	-99	46.129	-99	-99	-99	-99	-99	-99	-99	-99
19.05.1992	-99	46.129	-99	-99	-99	-99	-99	-99	-99	-99
20.05.1992	-99	53.735	-99	-99	-99	-99	-99	-99	-99	-99
21.05.1992	-99	61.357	-99	-99	-99	-99	-99	-99	-99	-99
22.05.1992	-99	66.614	-99	-99	-99	-99	-99	-99	-99	-99
23.05.1992	-99	81.685	-99	-99	-99	-99	-99	-99	-99	-99
24.05.1992	-99	89.793	-99	-99	-99	-99	-99	-99	-99	-99
25.05.1992	-99	93.99	-99	-99	-99	-99	-99	-99	-99	-99
26.05.1992	-99	97.201	-99	-99	-99	-99	-99	-99	-99	-99
27.05.1992	-99	100.466	-99	-99	-99	-99	-99	-99	-99	-99
28.05.1992	-99	103.784	-99	-99	-99	-99	-99	-99	-99	-99
29.05.1992	-99	110.581	-99	-99	-99	-99	-99	-99	-99	-99
30.05.1992	-99	114.603	-99	-99	-99	-99	-99	-99	-99	-99
31.05.1992	-99	112.894	-99	-99	-99	-99	-99	-99	-99	-99
01.06.1992	-99	111.735	-99	-99	-99	-99	-99	-99	-99	-99
02.06.1992	-99	110.581	-99	-99	-99	-99	-99	-99	-99	-99
03.06.1992	-99	116.409	-99	-99	-99	-99	-99	-99	-99	-99
04.06.1992	-99	126.445	-99	-99	-99	-99	-99	-99	-99	-99
05.06.1992	-99	134.788	-99	-99	-99	-99	-99	-99	-99	-99
06.06.1992	-99	137.339	-99	-99	-99	-99	-99	-99	-99	-99
07.06.1992	-99	136.609	-99	-99	-99	-99	-99	-99	-99	-99
08.06.1992	-99	134.788	-99	-99	-99	-99	-99	-99	-99	-99
09.06.1992	-99	137.339	-99	-99	-99	-99	-99	-99	-99	-99
10.06.1992	-99	137.339	-99	-99	-99	-99	-99	-99	-99	-99
11.06.1992	-99	131.051	-99	-99	-99	-99	-99	-99	-99	-99
12.06.1992	-99	129.756	-99	-99	-99	-99	-99	-99	-99	-99
13.06.1992	-99	124.819	-99	-99	-99	-99	-99	-99	-99	-99
14.06.1992	-99	115.231	-99	-99	-99	-99	-99	-99	-99	-99
15.06.1992	-99	109.433	-99	-99	-99	-99	-99	-99	-99	-99
16.06.1992	-99	107.155	-99	-99	-99	-99	-99	-99	-99	-99
17.06.1992	-99	96.125	-99	-99	-99	-99	-99	-99	-99	-99
18.06.1992	-99	88.759	-99	-99	-99	-99	-99	-99	-99	-99
19.06.1992	-99	79.717	-99	-99	-99	-99	-99	-99	-99	-99
20.06.1992	-99	71.159	-99	-99	-99	-99	-99	-99	-99	-99
21.06.1992	-99	75.854	-99	-99	-99	-99	-99	-99	-99	-99
22.06.1992	-99	73.198	-99	-99	-99	-99	-99	-99	-99	-99
23.06.1992	-99	63.959	-99	-99	-99	-99	-99	-99	-99	-99
24.06.1992	-99	55.495	-99	-99	-99	-99	-99	-99	-99	-99
25.06.1992	-99	50.705	-99	-99	-99	-99	-99	-99	-99	-99
26.06.1992	-99	50.705	-99	-99	-99	-99	-99	-99	-99	-99
27.06.1992	-99	55.495	-99	-99	-99	-99	-99	-99	-99	-99
28.06.1992	-99	63.859	-99	-99	-99	-99	-99	-99	-99	-99
29.06.1992	-99	61.357	-99	-99	-99	-99	-99	-99	-99	-99
30.06.1992	-99	56.315	-99	-99	-99	-99	-99	-99	-99	-99
01.07.1992	-99	50.705	-99	-99	-99	-99	-99	-99	-99	-99
02.07.1992	-99	46.129	-99	-99	-99	-99	-99	-99	-99	-99
03.07.1992	-99	42.481	-99	-99	-99	-99	-99	-99	-99	-99
04.07.1992	-99	38.982	-99	-99	-99	-99	-99	-99	-99	-99
05.07.1992	-99	36.954	-99	-99	-99	-99	-99	-99	-99	-99
06.07.1992	-99	36.954	-99	-99	-99	-99	-99	-99	-99	-99
07.07.1992	-99	38.3	-99	-99	-99	-99	-99	-99	-99	-99
08.07.1992	-99	41.635	-99	-99	-99	-99	-99	-99	-99	-99
09.07.1992	-99	46.129	-99	-99	-99	-99	-99	-99	-99	-99
10.07.1992	-99	51.488	-99	-99	-99	-99	-99	-99	-99	-99
11.07.1992	-99	53.875	-99	-99	-99	-99	-99	-99	-99	-99
12.07.1992	-99	53.875	-99	-99	-99	-99	-99	-99	-99	-99
13.07.1992	-99	54.682	-99	-99	-99	-99	-99	-99	-99	-99
14.07.1992	-99	57.972	-99	-99	-99	-99	-99	-99	-99	-99
15.07.1992	-99	57.972	-99	-99	-99	-99	-99	-99	-99	-99
16.07.1992	-99	57.972	-99	-99	-99	-99	-99	-99	-99	-99
17.07.1992	-99	54.682	-99	-99	-99	-99	-99	-99	-99	-99
18.07.1992	-99	53.875	-99	-99	-99	-99	-99	-99	-99	-99
19.07.1992	-99	56.315	-99	-99	-99	-99	-99	-99	-99	-99
20.07.1992	-99	58.809	-99	-99	-99	-99	-99	-99	-99	-99
21.07.1992	-99	63.859	-99	-99	-99	-99	-99	-99	-99	-99
22.07.1992	-99	70.238	-99	-99	-99	-99	-99	-99	-99	-99
23.07.1992	-99	80.698	-99	-99	-99	-99	-99	-99	-99	-99
24.07.1992	-99	79.717	-99	-99	-99	-99	-99	-99	-99	-99
25.07.1992	-99	83.676	-99	-99	-99	-99	-99	-99	-99	-99
26.07.1992	-99	98.283	-99	-99	-99	-99	-99	-99	-99	-99
